Time (us),ADC1,ADC2
4830744,0.890,1.576
4833038,2.422,2.293
4834683,0.468,1.102
4836371,0.608,0.128
4838032,2.437,2.236
4839702,0.577,1.233
4841371,0.574,0.114
4843048,2.432,2.187
4845314,1.125,0.473
4846992,2.388,2.364
4848668,0.371,0.968
4850340,0.781,0.242
4852015,2.421,2.317
4853661,0.356,0.952
4855957,2.200,2.409
4857599,0.084,0.506
4859519,0.002,0.078
4861511,0.015,0.072
4863462,0.134,0.000
4865102,2.340,1.908
4866743,0.888,1.574
4869057,2.433,2.208
4870707,0.618,1.288
4872394,0.450,0.048
4874262,1.461,0.780
4875926,2.155,2.414
4877593,0.062,0.456
4880102,2.372,1.977
4881761,1.023,1.699
4883422,0.295,0.007
4885335,0.906,0.312
4887000,2.403,2.350
4888666,0.358,0.956
4890954,2.182,2.420
4892603,0.096,0.525
4894521,0.007,0.085
4896529,0.001,0.121
4898450,0.225,0.000
4900079,2.379,2.014
4901741,0.847,1.525
4904030,2.419,2.311
4905682,0.464,1.089
4907374,0.578,0.115
4909047,2.432,2.165
4910711,0.634,1.298
4912389,0.463,0.060
4914869,1.692,2.217
4916519,0.000,0.128
4918139,2.179,1.642
4919783,1.195,1.837
4921437,0.222,0.000
4923059,2.421,2.123
4924707,0.606,1.272
4926984,2.311,2.414
4928631,0.181,0.729
4930311,1.031,0.411
4931970,2.333,2.405
4933618,0.138,0.610
4935284,1.206,0.547
4937572,0.001,0.252
4939507,0.024,0.048
4941482,0.076,0.012
4943448,0.181,0.000
4945093,2.361,1.961
4946741,0.878,1.559
4949054,2.427,2.222
4950699,0.567,1.223
4952389,0.486,0.071
4954260,1.485,0.798
4955939,2.211,2.423
4957590,0.055,0.442
4959485,0.078,0.013
4962046,2.432,2.267
4963693,0.543,1.195
4965377,0.564,0.108
4967040,2.436,2.209
4968709,0.618,1.285
4970386,0.476,0.069
4972870,1.695,2.216
4974527,0.000,0.154
4976145,2.159,1.608
4977788,1.237,1.880
4979452,0.153,0.000
4981082,2.382,1.997
4982736,0.807,1.487
4985025,2.409,2.331
4986672,0.421,1.039
4988353,0.724,0.203
4990013,2.422,2.299
4991664,0.352,0.947
4993333,0.833,0.271
4995621,0.083,0.519
4997530,0.000,0.131
4999139,2.171,1.614
5000803,1.320,1.948
5002437,0.204,0.000
5004078,2.400,2.044
5006326,1.041,0.413
5007993,2.387,2.371
5009659,0.312,0.902
5011312,0.991,0.380
5012997,2.386,2.368
5014647,0.280,0.844
5016334,0.861,0.286
5018619,0.077,0.530
5020531,0.000,0.137
5022132,2.208,1.673
5023790,1.220,1.863
5025434,0.212,0.000
5027071,2.414,2.085
5066537,0.002,0.119
5068462,0.165,0.000
5070093,2.341,1.928
5071754,0.947,1.626
5073424,0.266,0.001
5075328,0.953,0.352
5077617,0.076,0.514
5079531,0.000,0.132
5081136,2.180,1.637
5082798,1.283,1.919
5084438,0.198,0.000
5086079,2.391,2.042
5088332,1.002,0.377
5090002,2.405,2.347
5091663,0.349,0.934
5093325,0.891,0.308
5095012,2.416,2.324
5096650,0.296,0.868
5098333,0.870,0.286
5100621,0.099,0.545
5102536,0.000,0.158
5104147,2.134,1.560
5105795,1.259,1.901
5107427,0.254,0.001
5109335,0.899,0.311
5111630,0.122,0.591
5113290,1.183,0.530
5114979,2.346,2.403
5116625,0.183,0.691
5118305,1.075,0.447
5119983,2.365,2.386
5121653,0.288,0.859
5123939,2.126,2.411
5125590,0.061,0.453
5127500,0.039,0.038
5129462,0.138,0.000
5131110,2.315,1.850
5132763,1.034,1.715
5135024,2.411,2.333
5136667,0.375,0.986
5138357,0.700,0.182
5140038,2.426,2.212
5141693,0.517,1.161
5143364,0.619,0.139
5145658,0.248,0.802
5147334,0.838,0.273
5149026,2.429,2.275
5150677,0.447,1.075
5152375,0.570,0.117
5154029,2.434,2.250
5155684,0.468,1.103
5157972,2.268,2.424
5159632,0.200,0.724
5161314,1.010,0.395
5162986,2.376,2.381
5164654,0.291,0.872
5166329,0.864,0.289
5168627,0.100,0.579
5170289,1.180,0.529
5171982,2.357,2.404
5173625,0.183,0.688
5175316,0.997,0.385
5176995,2.395,2.359
5178666,0.356,0.960
5180956,2.187,2.420
5182620,0.153,0.634
5184305,1.073,0.446
5185979,2.361,2.393
5187642,0.237,0.776
5189315,0.972,0.363
5191607,0.059,0.464
5193521,0.000,0.100
5195113,2.272,1.791
5196766,1.037,1.708
5198409,0.350,0.013
5200251,1.529,0.845
5204055,2.430,2.218
5205716,0.678,1.340
5207407,0.381,0.028
5209268,1.427,0.741
5210939,2.216,2.422
5212593,0.061,0.460
5214479,0.087,0.001
5217097,2.398,2.024
5218754,0.984,1.654
5220441,0.201,0.000
5222064,2.416,2.099
5223727,0.745,1.419
5225402,0.383,0.027
5227884,1.791,2.274
5229547,0.000,0.243
5231165,2.054,1.454
5232804,1.364,1.979
5234464,0.109,0.000
5236087,2.371,1.970
5237739,0.832,1.508
5240022,2.399,2.340
5241675,0.436,1.056
5243357,0.693,0.176
5245021,2.429,2.283
5246679,0.435,1.058
5248350,0.712,0.193
5250632,0.118,0.590
5252294,1.130,0.488
5253979,2.344,2.401
5255617,0.149,0.634
5257295,1.155,0.504
5258965,2.316,2.413
5261231,1.747,1.062
5262873,1.852,2.304
5264519,0.000,0.111
5266112,2.288,1.801
5267780,1.144,1.806
5269435,0.206,0.000
5271074,2.409,2.064
5273336,0.984,0.367
5275016,2.425,2.301
5276676,0.413,1.027
5278342,0.764,0.227
5280025,2.427,2.282
5281668,0.399,1.010
5283969,2.255,2.422
5285612,0.131,0.599
5287301,1.109,0.472
5288980,2.361,2.399
5290641,0.229,0.772
5292314,0.979,0.371
5293996,2.393,2.365
5296264,1.531,0.835
5297935,2.187,2.424
5299610,0.103,0.563
5301262,1.369,0.691
5302953,2.258,2.423
5304603,0.107,0.542
5306878,1.744,2.249
5308541,0.000,0.187
5310164,2.065,1.462
5311808,1.389,2.000
5313478,0.076,0.012
5315441,0.215,0.000
5317692,0.414,1.044
5319365,0.623,0.143
5321045,2.426,2.195
5322687,0.511,1.154
5324375,0.579,0.116
5326042,2.427,2.198
5327709,0.623,1.288
5330003,2.372,2.378
5331653,0.299,0.875
5333343,0.792,0.238
5335010,2.419,2.321
5336673,0.403,1.010
5338344,0.752,0.222
5340632,0.132,0.600
5342305,1.058,0.430
5343989,2.375,2.383
5345641,0.249,0.800
5347331,0.878,0.296
5349014,2.427,2.304
5350668,0.374,0.978
5352957,2.209,2.422
5354610,0.111,0.573
5356278,1.288,0.610
5357953,2.271,2.419
5359623,0.157,0.641
5361295,1.127,0.479
5363597,0.031,0.393
5365503,0.030,0.048
5367479,0.086,0.007
5369498,0.035,0.048
5371477,0.098,0.002
5373437,0.225,0.000
5375693,0.416,1.049
5377366,0.616,0.140
5379052,2.429,2.166
5380697,0.574,1.228
5382386,0.501,0.074
5384252,1.533,0.850
5385926,2.158,2.416
5388196,1.969,1.332
5389851,1.691,2.210
5391521,0.001,0.105
5393439,0.247,0.000
5395071,2.421,2.054
5396733,0.793,1.469
5399036,2.425,2.293
5400692,0.523,1.169
5402382,0.530,0.092
5404256,1.508,0.822
5405925,2.151,2.414
5407587,0.048,0.420
5409497,0.048,0.030
5412083,2.416,2.098
5413737,0.851,1.530
5415429,0.252,0.000
5417063,2.411,2.106
5418726,0.732,1.411
5420395,0.426,0.045
5422861,1.640,2.180
5424517,0.000,0.119
5426139,2.187,1.642
5427785,1.207,1.865
5429446,0.179,0.000
5431079,2.389,2.018
5497951,2.166,2.417
5499600,0.093,0.527
5501514,0.016,0.070
5503491,0.056,0.028
5505465,0.122,0.000
5507093,2.365,1.959
5508751,0.955,1.631
5511049,2.431,2.246
5512703,0.596,1.259
5514398,0.436,0.051
5516261,1.468,0.787
5517941,2.228,2.419
5519610,0.113,0.562
5521880,1.762,2.263
5523536,0.000,0.186
5525164,2.061,1.453
5526802,1.352,1.972
5528468,0.120,0.000
5530094,2.349,1.919
5532364,0.747,0.205
5534028,2.425,2.259
5535692,0.512,1.154
5537352,0.697,0.182
5539040,2.429,2.223
5540679,0.459,1.090
5542356,0.704,0.186
5544634,0.136,0.614
5546300,1.097,0.463
5547982,2.357,2.395
5549632,0.211,0.736
5551295,1.150,0.502
5552948,2.258,2.422
5555213,1.862,1.187
5556868,1.810,2.278
5558537,0.000,0.160
5560137,2.176,1.625
5561806,1.350,1.980
5563447,0.160,0.000
5565097,2.345,1.930
5567351,0.859,0.273
5569035,2.437,2.233
5570704,0.590,1.249
5572383,0.490,0.078
5574267,1.414,0.732
5575946,2.228,2.425
5578211,1.889,1.216
5579875,1.852,2.302
5581533,0.000,0.157
5583141,2.160,1.602
5584796,1.275,1.912
5586438,0.191,0.000
5588694,0.442,1.076
5590369,0.593,0.121
5592034,2.426,2.245
5593670,0.410,1.018
5595337,0.834,0.270
5596994,2.396,2.366
5598660,0.297,0.902
5600938,2.116,2.410
5602585,0.048,0.429
5604505,0.032,0.049
5606477,0.098,0.008
5608496,0.049,0.032
5610475,0.099,0.002
5613041,2.422,2.270
5614695,0.556,1.211
5616380,0.543,0.103
5618035,2.433,2.227
5619702,0.577,1.230
5621382,0.496,0.074
5623263,1.443,0.762
5625557,0.000,0.201
5627169,2.040,1.427
5628817,1.426,2.028
5630459,0.116,0.000
5632089,2.377,1.983
5633739,0.866,1.546
5636034,2.422,2.298
5637684,0.481,1.113
5639361,0.664,0.172
5641021,2.432,2.276
5642683,0.457,1.088
5644354,0.690,0.177
5646633,0.131,0.610
5648300,1.105,0.465
5649985,2.367,2.384
5651627,0.193,0.708
5653297,1.130,0.488
5654968,2.327,2.405
5656623,0.159,0.647
5658898,1.896,2.331
5660552,0.000,0.258
5662176,1.983,1.368
5663836,1.598,2.138
5665496,0.034,0.046
5667462,0.132,0.000
5669712,0.537,1.196
5671388,0.479,0.069
5673275,1.350,0.679
5674960,2.286,2.421
5676620,0.164,0.661
5678306,1.073,0.439
5679980,2.354,2.390
5682259,1.552,0.855
5683939,2.214,2.432
5685599,0.079,0.492
5687500,0.041,0.031
5689472,0.103,0.001
5691354,0.740,0.199
5693645,0.179,0.691
5695323,0.924,0.336
5697001,2.403,2.354
5698653,0.285,0.896
5700347,0.757,0.221
5702016,2.429,2.298
5704293,1.289,0.608
5705977,2.348,2.398
5707647,0.263,0.813
5709319,0.937,0.343
5711003,2.404,2.350
5712638,0.243,0.788
5714331,0.877,0.298
5716625,0.108,0.565
5718289,1.178,0.531
5719977,2.344,2.403
5721622,0.163,0.676
5723307,1.059,0.423
5724981,2.367,2.393
5727256,1.558,0.862
5728943,2.227,2.425
5730612,0.120,0.565
5732274,1.290,0.610
5733969,2.318,2.414
5735615,0.143,0.617
5737300,1.115,0.472
5739591,0.025,0.364
5741501,0.032,0.044
5743470,0.120,0.001
5745358,0.715,0.192
5747041,2.433,2.218
5748686,0.504,1.142
5750979,2.292,2.420
5752638,0.223,0.768
5754327,0.905,0.322
5755996,2.397,2.355
5757662,0.338,0.921
5759336,0.811,0.253
5761625,0.109,0.569
5763294,1.143,0.496
5764983,2.359,2.395
5766640,0.248,0.789
5768332,0.867,0.291
5770013,2.424,2.308
5771678,0.426,1.049
5773954,2.185,2.425
5775610,0.119,0.573
5777287,1.203,0.542
5778961,2.302,2.416
5780620,0.147,0.623
5782291,1.153,0.505
5784582,0.014,0.324
5786465,0.127,0.000
5788087,2.368,1.970
5789762,1.009,1.687
5791420,0.280,0.005
5793331,0.924,0.335
5795011,2.416,2.327
5797277,1.415,0.717
5798965,2.309,2.411
5800627,0.171,0.679
5802291,1.148,0.503
5803976,2.338,2.405
5805617,0.151,0.639
5807908,1.959,2.357
5809576,0.031,0.370
5811483,0.082,0.012
5813433,0.255,0.000
5815072,2.413,2.077
5816722,0.739,1.419
5819030,2.418,2.317
5820685,0.483,1.121
5822369,0.600,0.129
5824044,2.433,2.182
5825707,0.617,1.277
5827381,0.508,0.084
5829266,1.416,0.733
5831554,0.000,0.186
5833173,2.006,1.383
5834827,1.500,2.085
5836474,0.070,0.012
5838446,0.215,0.000
5840084,2.389,2.011
5842338,0.949,0.343
5844015,2.418,2.302
5845678,0.432,1.050
5847339,0.789,0.238
5849044,2.423,2.187
5850695,0.561,1.214
5852380,0.540,0.096
5854854,1.595,2.150
5856510,0.007,0.093
5858539,0.000,0.152
5860155,2.113,1.529
5861803,1.354,1.973
5863467,0.109,0.001
5918124,2.325,1.845
5919783,1.199,1.850
5921452,0.148,0.000
5923080,2.380,2.010
5924746,0.886,1.568
5926425,0.258,0.001
5928945,2.151,2.409
5930597,0.085,0.507
5932517,0.012,0.078
5934473,0.103,0.000
5936106,2.328,1.880
5937748,0.929,1.613
5940045,2.431,2.261
5941687,0.500,1.132
5943376,0.555,0.111
5945033,2.434,2.228
5946688,0.487,1.121
5948352,0.700,0.182
5950042,2.431,2.213
5952291,1.298,0.611
5953972,2.337,2.398
5955634,0.205,0.728
5957305,1.043,0.418
5959001,2.401,2.356
5960647,0.282,0.851
5962941,2.129,2.408
5964598,0.076,0.492
5966518,0.012,0.079
5968481,0.096,0.005
5970483,0.071,0.013
5972439,0.242,0.001
5974333,0.904,0.322
5976623,0.102,0.549
5978284,1.222,0.559
5979970,2.325,2.411
5981615,0.147,0.629
5983305,1.080,0.447
5984976,2.352,2.399
5987249,1.612,0.909
5988931,2.174,2.415
5990598,0.073,0.485
5992507,0.028,0.054
5994466,0.114,0.000
5996100,2.340,1.914
5998353,0.838,0.262
6000033,2.431,2.241
6001685,0.470,1.105
6003353,0.691,0.177
6005032,2.436,2.248
6006682,0.481,1.121
6008356,0.700,0.187
6010651,0.210,0.758
6012318,0.962,0.362
6014004,2.403,2.346
6015651,0.301,0.874
6017340,0.812,0.257
6019018,2.427,2.287
6021293,1.296,0.614
6022971,2.331,2.409
6024636,0.216,0.741
6026296,1.105,0.472
6027970,2.316,2.404
6029620,0.156,0.660
6031307,1.055,0.426
6033591,0.027,0.370
6035506,0.021,0.056
6037476,0.096,0.003
6039492,0.046,0.034
6041454,0.165,0.000
6043095,2.354,1.946
6045360,0.790,0.231
6047024,2.429,2.278
6048696,0.543,1.193
6050366,0.602,0.131
6052046,2.424,2.182
6053695,0.557,1.214
6055993,2.348,2.399
6057658,0.333,0.922
6059346,0.767,0.226
6061018,2.427,2.288
6062685,0.476,1.111
6064347,0.731,0.193
6066031,2.433,2.260
6068294,1.286,0.601
6069979,2.356,2.396
6071648,0.266,0.828
6073319,0.932,0.342
6075012,2.417,2.319
6076662,0.365,0.967
6078957,2.215,2.424
6080610,0.122,0.580
6082277,1.290,0.619
6083955,2.279,2.421
6085612,0.119,0.579
6088790,1.247,1.892
6090458,0.133,0.000
6092694,0.425,1.063
6094373,0.568,0.106
6096050,2.422,2.163
6097691,0.536,1.183
6099384,0.513,0.085
6101251,1.548,0.856
6103538,0.000,0.129
6105151,2.125,1.548
6106807,1.359,1.970
6108462,0.126,0.000
6110105,2.326,1.884
6111747,0.923,1.604
6114028,2.420,2.310
6115663,0.357,0.948
6117349,0.739,0.214
6119024,2.427,2.267
6120679,0.437,1.061
6122337,0.795,0.249
6124011,2.413,2.327
6126267,1.489,0.790
6127951,2.264,2.423
6129615,0.128,0.601
6131273,1.288,0.614
6132965,2.304,2.425
6134606,0.110,0.563
6136884,1.803,2.284
6138530,0.000,0.143
6140147,2.149,1.581
6141797,1.312,1.934
6143454,0.144,0.000
6145082,2.379,1.994
6146755,0.955,1.632
6149037,2.427,2.292
6150692,0.530,1.177
6152381,0.533,0.098
6154253,1.530,0.844
6155929,2.172,2.419
6157594,0.067,0.468
6160103,2.373,1.966
6161764,1.056,1.724
6163429,0.261,0.001
6165328,0.959,0.354
6167000,2.408,2.347
6168672,0.399,1.012
6170948,2.167,2.416
6172597,0.080,0.496
6174521,0.006,0.093
6176528,0.000,0.128
6178139,2.187,1.644
6179798,1.308,1.944
6181464,0.118,0.001
6183951,2.182,2.421
6185607,0.116,0.567
6187286,1.211,0.551
6188958,2.293,2.419
6190630,0.188,0.701
6192290,1.152,0.507
6194585,0.013,0.336
6196476,0.099,0.005
6198489,0.087,0.014
6200449,0.163,0.000
6202093,2.360,1.952
6203735,0.830,1.507
6205420,0.299,0.009
6207911,1.972,2.360
6209581,0.042,0.412
6211494,0.052,0.020
6213464,0.127,0.000
6215100,2.344,1.914
6216739,0.872,1.551
6219043,2.432,2.267
6220697,0.562,1.218
6222386,0.498,0.082
6224246,1.581,0.892
6225918,2.123,2.408
6227582,0.033,0.396
6230091,2.401,2.034
6231740,0.870,1.549
6233426,0.264,0.000
6235054,2.430,2.145
6236718,0.686,1.364
6238397,0.408,0.042
6240274,1.360,0.682
6242559,0.000,0.213
6244172,2.014,1.398
6245829,1.512,2.095
6247473,0.077,0.014
6249438,0.231,0.000
6251080,2.393,2.025
6253341,0.923,0.312
6255016,2.425,2.301
6256677,0.428,1.049
6258348,0.724,0.198
6260038,2.434,2.229
6261681,0.472,1.113
6263360,0.670,0.168
6265641,0.170,0.685
6267316,0.978,0.371
6269014,2.416,2.321
6270652,0.309,0.889
6272341,0.805,0.255
6274013,2.425,2.306
6276285,1.353,0.664
6277958,2.287,2.420
6279637,0.214,0.747
6281308,1.018,0.399
6282992,2.384,2.376
6284639,0.249,0.791
6317331,1.006,0.369
6319012,2.422,2.309
6320676,0.426,1.044
6322349,0.717,0.195
6324036,2.438,2.239
6325679,0.455,1.094
6327368,0.608,0.132
6329658,0.236,0.785
6331333,0.844,0.274
6333021,2.430,2.294
6334675,0.436,1.065
6336371,0.593,0.123
6338024,2.430,2.266
6340303,1.203,0.536
6341978,2.349,2.397
6343649,0.264,0.829
6345311,0.999,0.392
6347005,2.414,2.343
6348657,0.322,0.922
6350948,2.165,2.420
6352609,0.121,0.573
6354284,1.225,0.568
6355959,2.302,2.418
6357620,0.138,0.636
6359287,1.171,0.519
6360973,2.331,2.408
6363233,1.719,1.032
6364888,1.941,2.347
6366555,0.000,0.266
6368160,2.058,1.460
6369816,1.415,2.025
6371446,0.163,0.000
6373696,0.440,1.080
6375376,0.548,0.104
6377043,2.433,2.206
6378682,0.483,1.116
6380352,0.727,0.199
6382023,2.432,2.271
6383684,0.473,1.101
6385959,2.227,2.424
6387610,0.124,0.584
6389285,1.225,0.569
6390958,2.294,2.413
6392625,0.165,0.658
6394280,1.228,0.566
6396569,0.000,0.247
6398186,1.933,1.289
6399859,1.731,2.233
6401503,0.001,0.071
6403520,0.003,0.098
6405533,0.000,0.148
6407756,0.844,1.532
6409439,0.200,0.000
6411077,2.393,2.045
6412725,0.766,1.453
6414419,0.310,0.012
6416263,1.452,0.771
6417936,2.187,2.423
6420224,1.800,1.115
6421885,1.921,2.337
6423547,0.000,0.226
6425149,2.111,1.531
6426799,1.295,1.927
6428448,0.170,0.000
6430688,0.404,1.033
6432354,0.701,0.186
6434033,2.433,2.246
6435670,0.414,1.028
6437347,0.762,0.221
6439014,2.423,2.303
6440667,0.371,0.962
6442940,2.128,2.412
6444582,0.038,0.408
6446496,0.046,0.025
6448471,0.118,0.000
6450113,2.304,1.831
6451755,0.994,1.669
6454053,2.438,2.227
6455709,0.640,1.309
6457388,0.485,0.072
6459262,1.453,0.776
6460934,2.198,2.422
6462600,0.085,0.505
6465105,2.369,1.957
6466765,1.062,1.727
6468426,0.270,0.001
6470328,0.937,0.356
6471999,2.407,2.341
6473663,0.353,0.947
6475337,0.800,0.249
6477639,0.159,0.663
6479315,0.983,0.391
6481001,2.396,2.356
6482652,0.307,0.885
6484339,0.807,0.258
6486013,2.421,2.305
6488284,1.347,0.661
6489972,2.339,2.401
6491633,0.207,0.728
6493308,1.018,0.401
6494988,2.369,2.382
6496640,0.254,0.800
6498335,0.848,0.271
6500628,0.110,0.575
6502294,1.138,0.491
6503983,2.362,2.392
6505633,0.221,0.754
6507325,0.916,0.330
6509006,2.414,2.331
6511275,1.421,0.722
6512944,2.239,2.425
6514611,0.117,0.574
6516267,1.325,0.658
6517956,2.272,2.420
6519597,0.089,0.509
6522101,2.378,1.975
6523758,1.013,1.688
6525418,0.315,0.012
6527267,1.426,0.745
6528946,2.254,2.421
6530610,0.111,0.563
6532262,1.373,0.696
6534556,0.000,0.190
6536168,2.040,1.425
6537818,1.441,2.035
6539459,0.114,0.000
6541096,2.355,1.940
6542728,0.797,1.471
6545015,2.399,2.345
6546671,0.400,1.022
6548346,0.767,0.224
6550016,2.426,2.291
6551674,0.411,1.019
6553336,0.812,0.249
6555005,2.408,2.345
6557263,1.517,0.819
6558942,2.227,2.424
6560599,0.078,0.498
6562503,0.038,0.039
6564471,0.103,0.002
6566309,1.068,0.431
6568606,0.044,0.408
6570519,0.007,0.099
6572530,0.000,0.131
6574146,2.149,1.590
6575802,1.348,1.970
6577472,0.084,0.002
6580041,2.433,2.272
6581688,0.513,1.157
6583375,0.563,0.111
6585027,2.438,2.255
6586684,0.466,1.100
6588362,0.619,0.136
6590049,2.433,2.179
6592304,1.209,0.539
6593985,2.378,2.377
6595650,0.281,0.842
6597322,0.907,0.326
6599010,2.418,2.328
6600660,0.354,0.954
6602955,2.195,2.420
6604608,0.122,0.582
6606275,1.307,0.634
6607948,2.260,2.423
6609606,0.100,0.542
6611253,1.436,0.753
6612934,2.180,2.423
6615190,2.008,1.371
6616835,1.598,2.149
6618504,0.026,0.054
6620487,0.054,0.023
6622454,0.165,0.000
6624092,2.364,1.963
6626355,0.813,0.249
6628021,2.428,2.280
6629696,0.543,1.192
6631366,0.597,0.131
6633050,2.430,2.171
6634701,0.603,1.259
6636990,2.341,2.401
6638646,0.242,0.829
6640333,0.856,0.284
6642010,2.419,2.310
6643669,0.380,0.987
6645350,0.711,0.191
6647032,2.440,2.252
6649302,1.220,0.548
6650986,2.377,2.383
6652658,0.324,0.894
6654330,0.852,0.280
6656017,2.426,2.306
6657657,0.340,0.922
6659954,2.193,2.425
6661610,0.120,0.581
6663285,1.221,0.563
6664960,2.303,2.422
6666617,0.135,0.600
6668292,1.136,0.492
6669982,2.355,2.395
6672244,1.663,0.967
6673931,2.171,2.416
6675593,0.065,0.462
6677505,0.027,0.051
6679489,0.067,0.022
6681451,0.168,0.000
6731823,1.335,1.987
6733481,0.059,0.024
6735468,0.112,0.000
6737098,2.349,1.925
6738746,0.923,1.598
6749502,0.049,0.046
6751484,0.062,0.018
6753445,0.203,0.000
6755091,2.364,1.960
6756746,0.922,1.603
6758431,0.242,0.000
6760060,2.420,2.115
6762332,0.987,0.368
6764017,2.425,2.298
6765691,0.505,1.153
6767358,0.657,0.160
6769055,2.422,2.149
6770704,0.618,1.279
6773005,2.379,2.377
6774661,0.352,0.947
6776352,0.717,0.199
6778028,2.434,2.254
6779695,0.536,1.185
6781364,0.615,0.135
6783045,2.432,2.199
6785310,1.161,0.501
6786979,2.349,2.393
6788656,0.282,0.890
6790317,0.952,0.351
6792000,2.398,2.350
6793653,0.322,0.896
6795941,2.140,2.416
6797586,0.051,0.425
6799488,0.067,0.018
6801462,0.141,0.000
6803106,2.327,1.869
6804752,0.970,1.646
6807055,2.426,2.214
6808709,0.639,1.310
6810405,0.377,0.032
6812257,1.497,0.807
6813932,2.184,2.416
6815592,0.061,0.453
6817477,0.101,0.002
6819942,2.124,2.412
6821586,0.058,0.448
6823502,0.038,0.039
6825458,0.154,0.000
6827095,2.359,1.951
6828751,0.960,1.631
6831054,2.426,2.226
6832709,0.649,1.314
6834400,0.412,0.041
6836261,1.463,0.775
6837937,2.216,2.422
6839597,0.072,0.491
6841499,0.042,0.039
6844079,2.421,2.115
6845731,0.811,1.492
6847421,0.290,0.008
6849336,0.884,0.308
6851005,2.406,2.327
6852678,0.432,1.054
6854961,2.226,2.426
6856614,0.137,0.609
6858301,1.101,0.460
6859966,2.325,2.411
6861624,0.165,0.664
6863286,1.185,0.531
6865573,0.000,0.286
6867194,1.874,1.228
6868850,1.678,2.198
6870502,0.014,0.073
6872460,0.138,0.000
6874102,2.332,1.901
6875750,0.960,1.625
6878055,2.434,2.221
6879702,0.596,1.259
6881389,0.478,0.060
6883265,1.434,0.756
6884937,2.215,2.423
6886600,0.077,0.505
6889099,2.387,1.992
6890760,1.031,1.701
6892418,0.322,0.012
6894267,1.416,0.737
6895934,2.200,2.422
6897602,0.088,0.517
6899511,0.020,0.064
6902092,2.404,2.047
6903744,0.907,1.581
6905425,0.268,0.000
6907059,2.413,2.112
6908718,0.696,1.369
6910411,0.334,0.016
6912876,1.747,2.255
6914532,0.000,0.181
6916159,2.078,1.490
6917807,1.385,1.995
6919476,0.078,0.011
6921438,0.227,0.000
6923685,0.378,0.990
6925362,0.631,0.147
6927045,2.432,2.199
6928692,0.547,1.193
6930381,0.534,0.094
6932248,1.547,0.877
6933925,2.156,2.416
6936194,1.985,1.337
6937853,1.708,2.227
6939523,0.000,0.125
6941126,2.223,1.701
6944280,1.267,0.594
6945961,2.305,2.415
6948222,1.803,1.128
6949873,1.836,2.298
6951541,0.000,0.194
6953146,2.133,1.554
6954799,1.304,1.928
6956443,0.176,0.000
6958090,2.371,1.963
6960347,0.859,0.276
6962024,2.431,2.274
6963674,0.410,1.030
6965325,0.882,0.298
6967013,2.420,2.316
6968668,0.403,1.012
6970948,2.163,2.419
6972595,0.072,0.485
6974510,0.020,0.061
6976478,0.087,0.008
6978500,0.037,0.037
6980479,0.083,0.005
6983091,2.397,2.035
6984746,0.922,1.597
6986438,0.204,0.000
6988071,2.394,2.057
6989733,0.791,1.467
6991405,0.364,0.027
6993266,1.403,0.723
6995546,0.000,0.155
6997160,2.069,1.480
6998823,1.476,2.062
7000460,0.103,0.000
7002095,2.355,1.944
7003738,0.865,1.543
7006029,2.416,2.310
7007668,0.392,1.001
7009350,0.730,0.205
7011004,2.418,2.333
7012660,0.332,0.916
7014321,0.915,0.327
7016001,2.399,2.352
7018259,1.537,0.835
7019932,2.181,2.420
7021594,0.062,0.463
7023490,0.064,0.014
7025442,0.215,0.000
7027090,2.368,1.975
7029364,0.755,0.216
7031040,2.431,2.209
7032705,0.598,1.259
7034374,0.547,0.101
7036047,2.432,2.183
7037688,0.519,1.165
7039993,2.348,2.388
7041652,0.302,0.879
7043339,0.811,0.247
7045012,2.424,2.310
7046669,0.384,0.989
7048345,0.743,0.204
7050023,2.426,2.283
7052280,1.385,0.688
7053969,2.327,2.403
7055633,0.203,0.724
7057299,1.083,0.454
7058981,2.348,2.392
7060637,0.233,0.778
7062931,2.081,2.402
7064583,0.050,0.419
7066482,0.084,0.008
7068493,0.057,0.022
7070468,0.109,0.000
7072106,2.320,1.863
7073753,0.983,1.657
7076060,2.433,2.198
7077719,0.714,1.367
7079408,0.360,0.029
7081261,1.464,0.779
7082940,2.226,2.422
7084610,0.116,0.564
7086874,1.724,2.233
7088522,0.000,0.116
7090143,2.161,1.614
7091776,1.150,1.806
7093429,0.256,0.001
7095323,0.986,0.382
7097607,0.058,0.459
7099527,0.000,0.124
7101130,2.207,1.659
7102780,1.155,1.808
7104425,0.248,0.000
7106071,2.411,2.072
7107699,0.592,1.254
7160020,2.403,2.337
7161671,0.408,1.021
7163356,0.690,0.184
7165031,2.427,2.234
7166689,0.501,1.138
7168359,0.646,0.148
7170649,0.208,0.738
7172325,0.899,0.304
7174018,2.415,2.293
7175671,0.419,1.037
7177355,0.692,0.186
7179031,2.432,2.240
7181300,1.229,0.557
7182983,2.364,2.389
7184652,0.292,0.864
7186326,0.877,0.303
7188014,2.419,2.312
7189666,0.391,1.000
7191350,0.733,0.201
7193628,0.126,0.601
7195298,1.109,0.469
7196988,2.372,2.381
7198644,0.241,0.830
7200324,0.924,0.333
7201986,2.374,2.370
7204266,1.500,0.800
7205957,2.288,2.413
7207623,0.161,0.656
7209301,1.070,0.440
7210994,2.391,2.371
7212640,0.255,0.803
7214318,0.968,0.366
7216602,0.047,0.442
